text,departure,destination
"Je suis originaire de La Flèche, actuellement en déplacement à Angers, retour chez moi.",La Flèche,Angers
"Je suis de Charleville-Mézières, en déplacement à Sedan, retour chez moi ensuite.",Charleville-Mézières,Sedan
"Je suis de Saintes, actuellement en visite à La Rochelle, retour chez moi prévu.",Saintes,La Rochelle
"Je vis à Quimper, actuellement en déplacement à Brest, retour chez moi ensuite.",Quimper,Brest
"Je viens de Bourg-en-Bresse, actuellement à Lyon, retour chez moi demain.",Bourg-en-Bresse,Lyon
"Je vis à Alès, en déplacement à Nîmes pour le travail, retour chez moi demain.",Alès,Nîmes
"Je suis originaire de Tarbes, actuellement en visite à Pau, retour chez moi.",Tarbes,Pau
"Je suis de Dax, en déplacement à Mont-de-Marsan, retour chez moi prévu.",Dax,Mont-de-Marsan
"Je viens de Vannes, actuellement en visite à Lorient, retour chez moi demain.",Vannes,Lorient
"Je vis à Périgueux, actuellement en déplacement à Bergerac, retour chez moi.",Périgueux,Bergerac
"Je suis de Mâcon, en déplacement à Chalon-sur-Saône, retour chez moi demain.",Mâcon,Chalon-sur-Saône
"Je suis de Meaux, actuellement à Melun pour une réunion, retour chez moi demain.",Meaux,Melun
"Je vis à Laon, en déplacement à Soissons, retour chez moi prévu.",Laon,Soissons
"Je suis de La Roche-sur-Yon, actuellement en déplacement à Cholet, retour chez moi.",La Roche-sur-Yon,Cholet
"Je viens de Cherbourg, actuellement à Saint-Lô pour le travail, retour chez moi demain.",Cherbourg,Saint-Lô
"Je vis à Les Sables-d’Olonne, en déplacement à La Roche-sur-Yon, retour chez moi demain.",Les Sables-d’Olonne,La Roche-sur-Yon
"Je suis de Châteauroux, actuellement en visite à Issoudun, retour chez moi.",Châteauroux,Issoudun
"Je suis originaire de Mont-de-Marsan, actuellement en déplacement à Dax, retour chez moi prévu demain.",Mont-de-Marsan,Dax
"Je vis à Argentan, actuellement en déplacement à Alençon, retour chez moi.",Argentan,Alençon
"Je suis de Cambrai, en visite à Douai, retour chez moi prévu.",Cambrai,Douai
"Je viens de Sens, actuellement à Auxerre pour un rendez-vous, retour chez moi.",Sens,Auxerre
"Je suis de Gaillac, en déplacement à Albi, retour chez moi demain.",Gaillac,Albi
"Je vis à Beauvais, en déplacement à Amiens, retour chez moi demain.",Beauvais,Amiens
"Je viens de Pontarlier, actuellement à Besançon pour une formation, retour chez moi demain.",Pontarlier,Besançon
"Je suis originaire de Fécamp, en déplacement à Rouen, retour chez moi prévu demain.",Fécamp,Rouen
"Je vis à Villefranche-sur-Saône, actuellement en visite à Lyon, retour chez moi.",Villefranche-sur-Saône,Lyon
"Je viens de Saint-Omer, actuellement en déplacement à Calais, retour chez moi prévu demain.",Saint-Omer,Calais
"Originaire de Marseille, je suis à Paris pour le travail et je rentre demain.",Marseille,Paris
"J'habite à Lyon et je suis actuellement à Strasbourg pour quelques jours.",Lyon,Strasbourg
"Je suis de Bordeaux, en voyage à Nantes, retour prévu après-demain.",Bordeaux,Nantes
"Je vis à Lille et je suis à Dunkerque pour le weekend.",Lille,Dunkerque
"Je viens de Toulouse et je passe quelques jours à Marseille.",Toulouse,Marseille
"Originaire de Rouen, je suis à Caen pour un rendez-vous, retour prévu demain.",Rouen,Caen
"Je suis de Nîmes et je visite Avignon pour la journée.",Nîmes,Avignon
"J'habite à Tours, mais je suis à Poitiers pour le travail cette semaine.",Tours,Poitiers
"Je suis de Besançon, actuellement en déplacement à Dijon.",Besançon,Dijon
"Je vis à Brest, mais je suis à Lorient pour une conférence.",Brest,Lorient
"Originaire de Metz, je passe quelques jours à Nancy.",Metz,Nancy
"Je suis de Mulhouse, en visite à Strasbourg pour le weekend.",Mulhouse,Strasbourg
"Je viens de Tarbes et je suis actuellement à Pau pour un rendez-vous.",Tarbes,Pau
"J'habite à La Rochelle, mais je suis en déplacement à Rochefort.",La Rochelle,Rochefort
"Je suis originaire de Dunkerque, en déplacement à Lille pour le travail.",Dunkerque,Lille
"Je vis à Chalon-sur-Saône et je suis actuellement à Dijon pour un séminaire.",Chalon-sur-Saône,Dijon
"Originaire d'Annecy, je suis à Chambéry pour une réunion.",Annecy,Chambéry
"Je viens de Clermont-Ferrand, en déplacement à Saint-Étienne pour deux jours.",Clermont-Ferrand,Saint-Étienne
"Je suis de Chartres, mais je suis en déplacement à Dreux pour le travail.",Chartres,Dreux
"Je vis à Narbonne et je suis en visite à Perpignan pour un événement.",Narbonne,Perpignan
"Originaire de Lorient, je passe quelques jours à Quimper.",Lorient,Quimper
"Je viens de Mende et je suis en déplacement à Millau.",Mende,Millau
"Je vis à Bayonne, mais je suis actuellement à Dax pour un rendez-vous.",Bayonne,Dax
"J'habite à Alençon et je suis en déplacement à Argentan.",Alençon,Argentan
"Originaire de Rodez, je suis actuellement à Cahors pour un projet.",Rodez,Cahors
"Je suis de Vannes, mais je passe la semaine à Lorient.",Vannes,Lorient
"Je viens de Périgueux, actuellement à Bergerac pour un séminaire.",Périgueux,Bergerac
"Je suis de Pau, en visite à Bayonne pour quelques jours.",Pau,Bayonne
"J'habite à Saint-Brieuc, mais je suis en déplacement à Brest.",Saint-Brieuc,Brest
"Je vis à Avignon, mais je passe quelques jours à Arles.",Avignon,Arles
"Originaire de Biarritz, actuellement en déplacement à Bayonne.",Biarritz,Bayonne
"Je viens de Sens, en déplacement à Auxerre.",Sens,Auxerre
"Je suis de Vesoul et je suis en visite à Belfort.",Vesoul,Belfort
"Je vis à Thionville, mais je suis en déplacement à Metz.",Thionville,Metz
"Originaire de Montauban, je suis à Cahors pour une réunion.",Montauban,Cahors
"Je suis de Forbach et je suis actuellement à Sarreguemines.",Forbach,Sarreguemines
"Je vis à Aix-en-Provence, mais je passe quelques jours à Marseille.",Aix-en-Provence,Marseille
"Je viens de Tarbes, en visite à Lourdes pour un événement.",Tarbes,Lourdes
"Originaire de Villeneuve-sur-Lot, je suis en déplacement à Agen.",Villeneuve-sur-Lot,Agen
"Je vis à Saint-Nazaire, actuellement à Nantes pour le travail.",Saint-Nazaire,Nantes
"Je viens de Tulle, actuellement en visite à Brive.",Tulle,Brive
"Je suis de Toulon, mais je passe quelques jours à Fréjus.",Toulon,Fréjus
"Je vis à Bastia, mais je suis en déplacement à Ajaccio.",Bastia,Ajaccio
"Originaire de Perpignan, je suis en visite à Carcassonne.",Perpignan,Carcassonne
"Je viens de Montluçon, actuellement à Moulins pour un séminaire.",Montluçon,Moulins
"Je suis de Dole, mais je suis en déplacement à Besançon.",Dole,Besançon
"Je vis à Châlons-en-Champagne, actuellement en déplacement à Reims.",Châlons-en-Champagne,Reims
"Originaire de Gap, je suis actuellement à Sisteron pour un projet.",Gap,Sisteron
"Je viens de Lens, en déplacement à Arras pour le travail.",Lens,Arras
"Je vis à Sète, mais je suis en déplacement à Béziers.",Sète,Béziers
"Je suis de Royan, en visite à La Rochelle pour quelques jours.",Royan,La Rochelle
"Originaire de Saint-Quentin, actuellement en déplacement à Laon.",Saint-Quentin,Laon
"Je vis à Fougères, mais je suis en déplacement à Vitré.",Fougères,Vitré
"Je viens de Manosque, en visite à Digne-les-Bains pour le travail.",Manosque,Digne-les-Bains
"Je suis de Dinan, actuellement à Saint-Malo pour une conférence.",Dinan,Saint-Malo
"Originaire de Saint-Jean-de-Luz, actuellement à Bayonne pour le travail.",Saint-Jean-de-Luz,Bayonne
"Je vis à Chambéry, mais je passe quelques jours à Aix-les-Bains.",Chambéry,Aix-les-Bains
"Je viens de Lannion, en visite à Morlaix pour le weekend.",Lannion,Morlaix
"Je suis de Tulle, mais je suis actuellement en visite à Limoges.",Tulle,Limoges
"Originaire de Morlaix, en déplacement à Brest pour un événement.",Morlaix,Brest
"Je suis de La Baule, actuellement en visite à Saint-Nazaire.",La Baule,Saint-Nazaire
"Je vis à Alès, mais je passe quelques jours à Uzès.",Alès,Uzès
"Je viens de Sisteron, en déplacement à Manosque pour un projet.",Sisteron,Manosque
"Je suis de Dieppe, mais je suis en visite à Rouen pour le travail.",Dieppe,Rouen
"Originaire de Pamiers, actuellement à Foix pour une conférence.",Pamiers,Foix
"Je vis à Dax, mais je suis en déplacement à Mont-de-Marsan.",Dax,Mont-de-Marsan
"Je viens de Bergerac, actuellement en visite à Périgueux.",Bergerac,Périgueux
"Je suis de Cosne-Cours-sur-Loire, en déplacement à Nevers.",Cosne-Cours-sur-Loire,Nevers
"Originaire de Saint-Lô, actuellement en visite à Coutances.",Saint-Lô,Coutances
"Je vis à Crest, mais je suis en déplacement à Valence.",Crest,Valence
"Je viens de Sens, en visite à Auxerre pour un séminaire.",Sens,Auxerre
"Je suis de Lure, actuellement à Vesoul pour un projet.",Lure,Vesoul
"Originaire de Douarnenez, en déplacement à Quimper pour le travail.",Douarnenez,Quimper
"Je vis à Saintes, mais je suis en déplacement à La Rochelle.",Saintes,La Rochelle
"Je viens de Vesoul, actuellement en visite à Luxeuil-les-Bains.",Vesoul,Luxeuil-les-Bains
